SC_CODE	SC_NAME	SC_GROUP	SC_TYPE	OPEN	HIGH	LOW	CLOSE	LAST	PREVCLOSE	NO_TRADES	NO_OF_SHRS	NET_TURNOV	TDCLOINDI
533122	INDIAB POWER	B 	Q	8.38	8.75	8.18	8.65	8.65	8.2	2132	953965	8123718	
533137	DEN NETWORK 	B 	Q	167	169.95	161.1	161.65	161.65	161.6	1911	75432	12366459	
533138	ASTEC LIFE  	T 	Q	33.05	33.05	33.05	33.05	33.05	31.5	40	17860	590273	
533143	RBN         	B 	Q	63.4	64.1	63.2	63.45	63.45	63.25	91	6712	425836	
533144	COX KINGS   	B 	Q	115	118.55	113.2	117.55	117.55	114.45	4279	229308	26627998	
533146	DLINK IND   	B 	Q	30	32.2	29.5	31.65	31.65	29.5	984	136156	4236293	
533148	JSW ENERGY  	A 	Q	56.25	57.15	56.15	56.6	56.6	56.4	1219	170210	9646381	
533149	ESSAR SECU  	B 	Q	32.1	32.1	31.25	31.25	31.25	31	4	86	2721	
533150	GODREJ PROP 	B 	Q	166.85	187.15	166.85	180.4	180.4	165.85	11205	424562	77142939	
533151	D B CORP    	B 	Q	299.85	300	282	290.45	290.45	293.45	603	4338	1261755	
533152	MBL INFRA   	B 	Q	79	84.1	79	82.55	82.55	78.7	853	23423	1932664	
533154	INFINITE    	B 	Q	132	134.4	128.5	128.85	130	131.6	225	8002	1051749	
533155	JUBL FOOD   	A 	Q	1272	1298	1267	1286.65	1286.65	1267.2	1532	10610	13664296	
533156	VASCON ENG  	B 	Q	23	23	22.4	22.4	22.7	22.95	372	2726	62364	
533157	SYNCOM HEAL 	B 	Q	6.72	6.72	6.7	6.7	6.7	6.41	8	2740	18370	
533158	THANGAMAYIL 	B 	Q	153.3	159	153.05	155.65	158.5	157.3	167	7694	1193168	
533160	D B REALTY  	B 	Q	60.05	70.5	59.7	69.55	69.55	59.5	19604	2218905	147589843	
533161	EMMBI       	B 	Q	10.2	10.25	9.85	9.85	9.85	9.75	155	19287	193769	
533162	HATHWAY CAB 	B 	Q	285	285	276.1	278.75	279.25	282	361	4934	1376755	
533163	ARSS INFRA  	B 	Q	21.7	21.9	21	21.9	21.9	20.9	384	35807	775251	
533164	TEXMO PIPES 	B 	Q	7.25	7.3	7.15	7.16	7.2	7.15	137	31835	230742	
533166	SUNDARAMMUL 	B 	Q	19.75	19.8	19.6	19.75	19.75	19.7	334	151164	2983439	
533167	CORO ENGG   	B 	Q	260.15	260.15	260	260.15	260.15	247.8	27	8781	2283777	
533168	ROSSELL IND 	T 	Q	46.95	46.95	46.95	46.95	46.95	44.75	9	1570	73711	
533169	MAN INFRA   	B 	Q	99.4	103.95	99.4	102.75	103.95	101	15	292	29995	
533170	TAMBOLI CAP 	B 	Q	20	20.45	20	20	20	19.5	10	3080	61636	
533171	UNITED BANK 	B 	Q	32.4	32.95	32.25	32.65	32.65	32.2	401	55060	1787252	
533172	RELIGAREGOLD	E 	Q	2830	2900	2782	2836.38	2836.38	2784	32	61	172675	
533176	DQ ENT      	B 	Q	47.95	47.95	47.95	47.95	47.95	45.7	45	8386	402108	
533177	IL&FS TRANS 	B 	Q	142	144.6	139.55	140.95	140.95	140.1	1026	47805	6793243	
533178	PRADIPOVERS 	B 	Q	6.58	6.58	6.58	6.58	6.58	6.27	66	119851	788619	
533179	PERSISTENT  	B 	Q	981	995	976	978.85	978.85	980.05	602	3422	3371376	
533180	SGJHL       	B 	Q	27.5	28.95	27.5	28.95	28.95	27.6	577	60550	1743415	
533181	INTRASOFT   	B 	Q	42	42	41.5	41.5	41.5	42.25	5	525	21950	
533189	GOENKA DIAM 	B 	Q	6.16	6.48	6.12	6.46	6.48	6.18	446	195249	1256902	
533192	KCP SUGAR IN	B 	Q	16.5	16.5	16.45	16.5	16.5	16.5	48	3293	54284	
533193	KIRLOSKAR EL	B 	Q	21.05	21.35	20.5	20.85	20.85	21.2	211	6485	136695	
533200	TALWALKAR   	B 	Q	158.2	162.2	157.55	159.45	159.45	157	949	25058	4015002	
533202	NITESH EST  	B 	Q	13.94	14.05	13.75	13.97	13.96	13.73	129	19700	274841	
533203	TARAPUR TRA 	B 	Q	6.05	6.05	5.75	6.05	6.05	6	4	1274	7704	
533204	MANDHANA    	B 	Q	234.9	234.9	232	232.05	232	232.3	479	12126	2815991	
533206	SJVN        	B 	Q	21.5	21.5	21	21.1	21.1	21.35	167	38774	819750	
533207	JPINFRATEC  	A 	Q	23.35	24.45	23.2	24.3	24.3	23.15	2146	721669	17384882	
533208	EMAMI PAPER 	B 	Q	27	27.5	27	27.5	27.5	27.5	2	800	21850	
533210	KRITI NUTRI 	B 	Q	2.71	2.71	2.71	2.71	2.71	2.59	1	500	1355	
533211	PARAB DRUGS 	B 	Q	7.52	7.52	7.52	7.52	7.52	7.17	22	18670	140398	
533212	GKB OPHTHA  	B 	Q	31.6	31.6	31.6	31.6	31.6	31.6	4	1577	49833	
533216	TECHNOFAB   	B 	Q	72	76.65	72	76.65	76.65	73	5	647	46623	
533217	HMVL        	B 	Q	111.6	113.65	109.9	110.15	111	112.85	80	95	10523	
533218	EMAMI INFRA 	T 	Q	18.25	19.25	18	19.05	19.25	18.35	31	3661	68921	
533219	ASTERSILI   	T 	Q	10.3	10.4	10	10	10	10.13	17	19919	202010	
533228	SKS MICRO   	B 	Q	189.6	191.4	186.1	187.55	187.55	189.1	6544	181850	34241704	
533229	BAJAJ CORP  	B 	Q	220.5	220.5	217.15	218.05	217.45	219.3	168	2467	539361	
533230	HDFCMFGETF  	E 	Q	2819	2849.99	2790	2810	2810	2814	55	136	381694	
533239	PRAKASHSTL  	B 	Q	103	104.9	100.7	104	103	102.95	517	22013	2266301	
533244	ICICIPRUGETF	E 	Q	2839	2839	2815	2815	2815	2787.31	4	8	22633	
533248	GPPL        	B 	Q	63.8	65.15	62.95	63.8	63.8	63.25	1899	94855	6076873	
533252	WELSPUN INV 	B 	Q	20.8	20.8	20.8	20.8	20.8	21.8	1	3	62	
533256	HIRA FERRO  	B 	Q	19.15	19.15	19.15	19.15	19.15	18.25	4	760	14554	
533257	INDOSOLAR   	B 	Q	2.2	2.24	2.12	2.17	2.17	2.16	203	35598	77566	
533258	TIRUPATI IN 	B 	Q	10.05	10.6	10.05	10.6	10.6	10.1	18	4976	51301	
533259	MICROSECFIN 	T 	Q	28.75	28.75	28.05	28.05	28.05	27.6	4	302	8611	
533260	CAREERP     	T 	Q	80.9	82.4	80.9	81.8	81.5	80.5	47	961	78296	
533261	EROS MEDIA  	B 	Q	169.7	171.25	169	169.95	169.95	168.95	655	36518	6216364	
533262	RAMKY INFRA 	B 	Q	44.4	45.45	42.6	45	45.25	43.6	226	14113	619833	
533263	GREENPOWER  	B 	Q	12	12.1	11.8	11.8	11.8	11.72	82	8424	99692	
533264	ELECTROSTEEL	B 	Q	4.7	4.8	4.62	4.69	4.77	4.56	383	173027	816549	
533265	GALLISPAT   	B 	Q	266	267	266	266.35	266.35	266.65	470	18179	4842933	
533266	TECPRO SYS  	B 	Q	17.5	17.7	16.2	17.7	17.7	16.9	461	59083	1021884	
533267	CANTABIL    	B 	Q	17.25	18.6	17	18.55	18.55	18.5	45	949	17262	
533268	SEATV       	B 	Q	15.6	18.65	15.6	18.6	18.6	17	50	2374	41918	
533269	VATECH WABA 	B 	Q	560	565	551.05	560.45	555	551.85	326	958	535780	
533270	BEDMUTHA IN 	B 	Q	11	11	11	11	11	11	8	900	9900	
533271	ASHOKA      	B 	Q	61.4	72.4	60.5	70.25	70.25	61	2975	204295	14229740	
533272	CEBBCO      	B 	Q	10.9	11.44	10.9	11.44	11.44	10.9	160	42765	483837	
533273	OBEROI REAL 	A 	Q	231.4	242.75	231.4	238.35	237	233.4	454	7985	1901487	
533274	PRESTIGE    	A 	Q	163	165.1	160.3	161.45	162	162.3	492	5963	968605	
533275	GYSCOAL     	B 	Q	26.9	27.1	26.9	27	27	26.95	1140	34492	929381	
533276	BSLIMITED   	B 	Q	114.5	120.95	114.5	119.8	119.8	115.8	1765	63018	7390857	
533278	COAL INDIA  	A 	Q	294.05	295.15	290.65	291.9	291.9	290	2780	164596	48173936	
533281	TECHNO ELE  	B 	Q	113.85	138.9	113.85	117.9	116	115.95	992	7152	850921	
533282	GRAVITA     	B 	Q	36	36.9	36	36.5	36.6	36.2	155	5543	202451	
533284	RPP INFRA   	B 	Q	47.2	53.25	45.1	51.15	52	47.1	876	17075	813017	
533285	RDB REALTY  	B 	Q	13.5	14.1	13.5	14.1	14.1	13.6	6	1300	17850	
533286	MOIL LTD    	B 	Q	241	241.95	238	239.25	239.25	239.9	525	8385	2006842	
533287	ZEE LEARN   	B 	Q	28.5	28.5	28	28.05	28.05	28	91	8249	232713	
533288	CLARIS LIFE 	B 	Q	193.05	199.55	193	197.45	197.45	192.95	2706	90091	17749233	
533289	KESAR TERMI 	B 	Q	63.55	65.5	63.55	65.5	65.5	66.7	5	675	44017	
533292	A2ZMES      	B 	Q	12.34	12.65	12.03	12.54	12.54	11.93	1143	255113	3155639	
533293	KIRLOIL ENG 	B 	Q	154.45	155	150	153.6	153.6	154.1	659	13288	2020703	
533294	RAVI KUMAR  	B 	Q	4.55	4.6	4.48	4.49	4.5	4.5	34	35900	162169	
533295	PUNJABNSIND 	B 	Q	44.35	44.45	43.85	44.35	44.45	43.95	293	15869	701139	
533296	FMNL        	B 	Q	14.05	14.78	14.05	14.78	14.78	14.08	11	2927	43067	
533297	KIRL INVEST 	B 	Q	781.5	789.5	781.5	789.5	789.5	771.5	4	36	28222	
533301	SHEKHAWATI  	B 	Q	1.72	1.85	1.72	1.8	1.8	1.8	14	302100	519703	
533302	KALYANI INV 	B 	Q	361.9	369	361.9	369	369	369	3	28	10204	
533303	BF INVEST   	B 	Q	45.8	46.9	44.1	46.9	46.9	45.8	5	277	12680	
533304	CMAHENDRA   	B 	Q	228.2	238.55	225.9	227.6	227.6	228.75	3195	96939	22465048	
533305	SRS REAL    	B 	Q	36.95	36.95	36.8	36.85	36.85	36.95	457	177055	6528758	
533306	SUMMIT SECU 	B 	Q	86.5	86.65	86.45	86.65	86.65	86	21	714	61809	
533309	DALMIABHA   	B 	Q	168.5	168.5	165.6	165.6	165.6	167.15	37	304	50876	
533315	INNO INVEST 	B 	Q	2.8	2.8	2.8	2.8	2.8	2.85	6	922	2581	
533317	OMKAR SPC   	B 	Q	116.65	117.45	113.3	114.75	114.3	114.05	1046	87072	10048641	
533320	JUBILNT IND 	B 	Q	62.85	64.15	62.85	64.1	64	61.1	127	1003	63414	
533321	BIL ENERGY  	B 	Q	2.46	2.7	2.46	2.7	2.7	2.58	3	6000	15960	
533326	TEXMACO RAIL	B 	Q	43.95	45.9	43.85	45.4	45.5	43.4	1075	554408	25072617	
533329	IND TERRAIN 	B 	Q	120.2	122.1	119	119	119	123.9	16	492	59058	
533330	ACROPET TEC 	B 	Q	5.9	6.47	5.9	6.47	6.47	6.17	105	25509	164859	
533332	SUDAR       	B 	Q	19.35	20.15	18.95	19.95	20.15	19.5	101	4784	92590	
533333	FINEOTEX  CH	B 	Q	21.05	22.55	21.05	21.95	21.9	21.9	28	2683	58820	
533339	ZEN TECH    	B 	Q	58.5	58.5	57	57.4	57.4	58.5	9	1120	63910	
533343	LOVABLE     	B 	Q	293.95	302	293.05	294.6	294.6	292.35	2166	42703	12698690	
533344	PTCFIN SER  	B 	Q	14	15.28	13.92	15	15	13.8	5041	1360116	20143188	
533385	N100        	E 	Q	225	235	225	231.2	235	222.95	7	7	1606	
533389	SHILPI CABLE	B 	Q	22.55	22.75	22	22.2	22.2	22.4	124	12949	292331	
533398	MUTHOOT FIN 	A 	Q	108.1	109	108	108.35	108.35	107.95	469	21349	2318494	
533399	PARAMOUNT PR	B 	Q	1.18	1.18	1.18	1.18	1.18	1.24	2	3000	3540	
533400	FCEL        	B 	Q	5	5.12	5	5.08	5.12	5.05	62	14014	71173	
533402	INNOV IND   	T 	Q	18.1	18.1	17.3	18.1	18.1	17.28	130	24180	435491	
533407	CIL NOVA    	B 	Q	19.05	19.05	19.05	19.05	19.05	10	2	200	3810	CS
533411	SANGH FORG  	B 	Q	19.95	20.45	19.1	20.45	20.45	19.5	215	15489	311863	
533412	DRDATSONS   	B 	Q	76	76.85	73.85	74	73.9	73.9	82	7100	529851	
533444	TIMBOR HOME 	T 	Q	12.25	12.25	11.67	11.77	12.15	12.28	4	330	3912	
533451	KARMA ENERG 	B 	Q	9.5	9.5	9.5	9.5	9.5	9.14	2	1180	11210	
533452	WEIZMANN FX 	B 	Q	72	76.5	72	72.2	72.2	73.2	11	1009	73829	
533469	BIRLAPACIFIC	T 	Q	0.5	0.51	0.49	0.49	0.49	0.5	67	182536	89934	
533470	RUSHIL DECOR	B 	Q	49	51.3	48.5	49.55	49	50.7	120	9599	480255	
533477	ENKEI WHEEL 	B 	Q	42.05	43.95	42.05	43.95	43.95	42.25	3	600	25420	
533482	READYMADESTL	B 	Q	126	126	122.2	124.9	124.9	124.4	345	26811	3343630	
533499	BGLOBAL     	B 	Q	4.96	4.96	4.96	4.96	4.96	4.73	10	7095	35191	
533506	INVENTURE   	T 	Q	9.97	9.97	9.75	9.75	9.75	9.81	4	2961	29089	
533519	LNT FH      	A 	Q	75.05	75.9	74.5	75.2	75.2	74.7	4822	613973	46221739	
533520	INDBULL WSL 	B 	Q	20.25	20.25	19.05	19.55	19.5	19.4	95	13052	256958	
533540	TREE HOUSE  	B 	Q	241	245.95	239.1	242.8	242.8	238.95	740	19685	4775536	
533543	BROOKS LABS 	B 	Q	19	19.5	18.2	18.35	18.35	19.95	567	64518	1198568	
533552	RUPA & CO   	B 	Q	215	215	215	215	215	215	2	20	4300	
533553	TD POWER    	B 	Q	230	234	230	231.85	231.95	234	36	344	80152	
533569	SRS LIMITED 	B 	Q	36	36	34.9	35	35	35.2	342	79141	2802002	
533570	AXISGOLD    	E 	Q	2782	2819.9	2780	2801.54	2819.9	2799.99	14	23	64211	
533573	ALEM PHARMA 	B 	Q	212.25	215.6	211	214.75	214.75	210.6	999	23149	4963982	
533576	VASWANI IND 	T 	Q	3	3.08	3	3	3	2.94	5	6900	20910	
533581	PG ELECTRO  	B 	Q	225.7	229.5	218	219.8	220	227.3	120	2865	634009	
533602	LESHAIND    	B 	Q	22.35	22.35	22.35	22.35	22.35	21.3	2	200	4470	
533605	PRAKASH CON 	B 	Q	0.77	0.79	0.76	0.78	0.79	0.77	38	107441	83509	
533608	RDB RASAYAN 	B 	Q	10.75	10.77	10.75	10.77	10.77	10.66	4	234	2518	
533629	TIJARIA PPL 	T 	Q	4.81	5	4.81	5	5	5.05	8	2157	10547	
533632	ONELIFE CAP 	B 	Q	196	206.2	193.5	194.95	194.95	201.3	4864	139543	27912281	
533638	FLEXITUFF   	B 	Q	231	235	224.5	227.65	225	232.1	1403	13916	3194512	
533644	UJAAS       	B 	Q	12.94	12.96	12.8	12.96	12.96	12.35	122	59030	764680	
533655	TRIVENITURB 	B 	Q	51	53.25	51	53	53	52	32	1123	59232	
533676	INDO THAI   	B 	Q	12.33	12.9	12.33	12.9	12.9	12.9	15	825	10614	
533704	ESSAR SHIP  	B 	Q	20.9	20.9	20.2	20.5	20.5	20.35	57	17687	361845	
533719	IDBIGOLD    	E 	Q	2822	2822	2822	2822	2822	2809.78	2	2	5644	
533758	APL APOLLO  	B 	Q	143	145	142.25	143.5	145	143.85	29	629	89996	
533761	GPT INFRA   	T 	Q	140.2	140.2	140.2	140.2	140.2	147.55	1	100	14020	
533790	KGN ENT     	T 	Q	38.9	38.9	38.9	38.9	38.9	38.15	2	500	19450	
533888	REL BANK ETF	B 	Q	1120	1144.95	1120	1144.95	1144.95	1150	2	2	2264	
533891	REL GOLD ETF	E 	Q	2640	2669	2640	2645.22	2649.9	2637.77	116	273	723065	
533896	FERVENTSYN  	B 	Q	10.9	10.95	10.9	10.95	10.95	10.65	2	19	207	
533941	TSIL        	B 	Q	4.8	4.98	4.8	4.98	4.98	4.75	6	379	1827	
533982	TERASOFTWARE	B 	Q	18.65	18.65	18.25	18.25	18.25	18.75	11	4976	92408	
534060	PRITI MERC  	B 	Q	415	426	411.05	423.85	424	424.75	467	39418	16601808	
534063	FUT SOL     	T 	Q	41.1	41.1	41.1	41.1	41.1	41	1	500	20550	
534076	ORIENT REF  	T 	Q	44.15	44.15	42.1	42.15	42.1	42.05	111	10368	440872	
534091	MCX LTD     	A 	Q	481.3	495	478.1	492.5	492.5	478.8	19029	502916	245381533	
534139	SCHNEIDER   	B 	Q	73	74	70.7	71.95	71.95	72	395	10580	766867	
534184	NORL        	B 	Q	4	4	3.78	3.85	3.85	3.89	318	66018	255580	
534185	MGOLD       	E 	Q	2869	2881	2869	2880	2880	2870.02	9	14	40244	
534190	OLYMPIC     	B 	Q	25.85	25.85	24.05	24.5	24.5	25	160	27698	673883	
534309	NBCC LTD    	B 	Q	151.25	158	151.25	154.9	154.9	151.7	630	19102	2973580	
534312	MT EDUCARE  	B 	Q	90	92.35	89.9	91	91	89.9	454	16544	1509127	
534328	HEXATRADEX  	B 	Q	23.95	24.1	23.1	23.75	23.75	24.05	338	5720	136015	
534338	MAXHEIGHTS  	B 	Q	29.15	29.15	28.6	28.6	28.6	30.05	4	327	9530	
534369	TBZ LTD     	B 	Q	140	141.8	138.2	139.2	139.2	140.5	921	24466	3423371	
534392	VSSL        	B 	Q	15	15	14.5	14.5	14.5	14.76	3	1010	15145	
534422	LOOKS       	M 	Q	435.5	436	435.5	436	436	436	15	14400	6276560	
534425	SPECIALITY R	B 	Q	127.75	131.4	127.6	130.5	130.5	127.3	1035	50988	6579611	
534532	LYPSA GEMS  	B 	Q	149	149	147.55	148.5	148.5	148.6	218	31476	4681667	
534564	ASEEM GLOBAL	B 	Q	10.2	10.2	10.2	10.2	10.2	10.72	1	100	1020	
534567	VKS PROJECTS	B 	Q	0.82	0.87	0.82	0.82	0.82	0.86	978	2328065	1911162	
534597	IBIPL       	B 	Q	3.5	3.89	3.47	3.89	3.89	3.54	289	303477	1162515	
534598	SEPOWER     	B 	Q	11.15	11.15	11.15	11.15	11.15	11.4	6	2000	22300	
534615	NECC LTD    	T 	Q	72.2	72.75	72.2	72.6	72.6	72.1	188	3000	217390	
534618	SANGAM ADV  	M 	Q	22	22	22	22	22	22.05	1	24000	528000	
534631	CRMFGETF    	E 	Q	2850	2850	2850	2850	2850	2825	10	50	142500	
534659	JOINTECA ED 	M 	Q	14	15.5	14	15.5	15.5	15.75	6	48000	714000	
534674	DYNACONS TEC	T 	Q	0.35	0.35	0.35	0.35	0.35	0.36	4	2965	1037	
534675	PROZONE CSC 	B 	Q	18.45	18.45	17.7	18.15	18	18.25	171	2520	45522	
534690	LAKSHMIVILAS	B 	Q	73.2	74.2	72.15	73.25	73.35	70.25	1358	91777	6720724	
534707	ANSHUS CLOTH	M 	Q	8.8	9.8	8.8	9.45	9.8	9.75	3	24000	226400	
534708	RCL RETAIL  	M 	Q	48.45	48.45	45.65	48.4	48.4	48	10	60000	2872500	
534711	CINEMAX IND 	B 	Q	310	314	307.5	312.4	312	309.15	65	771	239709	
534731	BRONZE INFRA	M 	Q	16.25	16.25	16.25	16.25	16.25	17	1	8000	130000	
534734	ICVL CHEM   	T 	Q	3.04	3.04	3.04	3.04	3.04	2.9	1	1	3	
534740	BHANOTCHL   	B 	Q	5.72	5.72	5.72	5.72	5.72	5.83	3	175	1001	
534741	VIRTUAL GLO 	T 	Q	2.88	3.13	2.88	3.12	3.13	3.03	7	6101	17595	
534742	ZUARI AGRO  	B 	Q	145.45	151.1	144.6	146.7	146.7	141.6	392	4471	660447	
534748	STEEL EXCH  	B 	Q	36.4	39	36.35	38.1	38.1	39.5	59	2943	111370	
534758	CIGNITI TECH	B 	Q	203.5	209.8	199	206.95	207	199	1019	40110	8198107	
534804	CARE RATING 	B 	Q	728	729.7	723	728.15	728.15	723	198	1440	1045785	
534809	PC JEWELLER 	B 	Q	85.7	87.4	85.3	86	86	85.3	686	31378	2709056	
534816	BH INFRATEL 	A 	Q	170.55	170.55	168	169.6	170.3	168	164	3213	543103	
534920	APTUS INDS  	B 	Q	30.35	30.5	29.75	29.75	29.75	30.35	127	68390	2042806	
534976	VMART       	B 	Q	239.1	244	237.2	243.75	243.9	239.1	44	86	20946	
535204	PEARL AGRI  	B 	Q	265	265	265	265	265	255	2	135	35775	
535205	PEARL ELEC  	B 	Q	221.5	261.95	221.5	260	260	245	8	250	64568	
535267	COM FINCAP  	B 	Q	352.25	352.5	350.15	350.3	350.15	352	111	21275	7459472	
535279	BOTHRA MET  	M 	Q	26.5	26.5	26.45	26.45	26.45	26.45	5	24000	635600	
535322	REPCO HOME  	B 	Q	351	354.9	348	349.95	349	348.2	385	26192	9165432	
535458	NRB IND BEA 	B 	Q	7.01	7.01	7.01	7.01	7.01	6.99	1	25	175	
535467	AIFL        	M 	Q	96.45	96.85	96	96.75	96.75	96.85	22	35200	3393840	
535503	ROSELABS LTD	B 	Q	19.75	21.7	19.75	21.7	21.7	20.75	3	200	4145	
535514	PRIMECAPM   	B 	Q	20.2	20.2	20.2	20.2	20.2	20.6	1	522	10544	
535566	KIFS FSL    	B 	Q	23.05	23.05	23.05	23.05	23.05	24.25	1	140	3227	
535601	SREELEATHER 	B 	Q	290	298	290	298	298	294.7	81	6586	1958950	
535602	SHARDA MOTOR	B 	Q	286	344.3	280	344.3	344.3	289	7	33	9434	
535620	BINNY MILLS 	B 	Q	518.45	526	518.45	518.45	518.45	529	15	162	84043	
535621	SV GLOBAL   	B 	Q	45.3	46.8	45.3	45.35	45.35	46.2	15	2914	132222	
535647	OTML        	M 	Q	8.2	8.25	8.2	8.25	8.25	7.9	4	40000	329500	
535648	JUSTDIAL    	B 	Q	1444.75	1452.6	1407	1417.3	1417.3	1440.05	5575	61459	87479550	
535657	OONE        	B 	Q	21.25	21.65	21	21.25	21.25	21.25	21	29576	628265	
535658	PAWANSUT    	B 	Q	320.5	322	306	311.6	318	319.45	76	37645	12029204	
535693	BRAHM INFRA 	B 	Q	28.4	28.4	28.4	28.4	28.4	27.25	4	900	25560	
535694	EDSL        	M 	Q	55	55	54.7	54.7	54.7	57.55	2	6000	329100	
535730	KHOOBSURAT  	T 	Q	193.45	193.45	193.45	193.45	193.45	189.7	2	3	580	
535754	ORIENT CEM  	B 	Q	38.7	41	38.7	40.65	40.65	39.15	190	7025	281567	
535755	PANTALOONS  	B 	Q	89.05	90	88	88.45	88.75	89.05	51	2520	224594	
535789	IBUL HSG FIN	B 	Q	239	242.8	238.2	240	238.4	238.8	881	40159	9643306	
535958	INTEGRA GAR 	B 	Q	2.51	2.74	2.51	2.74	2.74	2.62	3	78	197	
536264	TIGER LOGS  	M 	Q	74	74	74	74	74	66	1	2000	148000	
536492	ATWL        	M 	Q	24.45	24.6	24.45	24.6	24.6	25.65	3	32000	786000	
536493	JKAGRI GEN  	B 	Q	329.95	329.95	307	313.55	310.05	317.8	96	851	263155	
536507	FUTLIF FAS  	B 	Q	79	79	73.5	74.65	74.65	75.8	322	7679	577369	
536565	TRIMURTHI DR	B 	Q	15	15.63	12.8	15.63	15.63	13.03	433	47755	708908	
536644	NEWEVER     	M 	Q	31.15	31.15	31.15	31.15	31.15	32.75	1	10000	311500	
536659	THIRINFRA   	T 	Q	28.2	29.25	28.2	29	29	27.9	52	10300	299262	
536666	STAR FERRO  	B 	Q	19	19	16	16.25	16	16.35	23	11349	186802	
536672	VCU DATA    	M 	Q	26.65	29.4	26.65	27	27	28	5	30000	846300	
536709	VAK POW INF 	B 	Q	3.42	3.42	3.42	3.42	3.42	3.48	3	260	889	
536737	AMRAPALI CAP	M 	Q	102.45	102.45	102.45	102.45	102.45	102.45	2	2400	245880	
536751	FIVEX FIN   	B 	Q	1.48	1.5	1.46	1.46	1.46	1.48	39	122416	179505	
536773	JIN POLY INV	B 	Q	63.1	65.9	63.1	64	64.05	65.55	50	1649	105557	
536799	SRS FINANCE 	B 	Q	35.8	36	35.3	35.45	35.45	35.75	84	102660	3645904	
536820	BOSTON TEK  	T 	Q	46	46.9	42.5	45.1	45.1	44.7	28	2097	95566	
536846	YURANUS INFR	T 	Q	7.68	7.68	6.97	7.35	6.97	7.32	11	562	4166	
536868	INTEGRA TELE	B 	Q	29.2	35.05	29.2	33.35	35.05	31.93	3	70	2336	
536960	M100        	B 	Q	8.3	8.39	8.3	8.39	8.39	8.34	25	9290	77942	
536974	CAPTAIN POLY	M 	Q	35	35	34.8	34.95	35	35	4	16000	559200	
537069	ARNOLD HOLD 	T 	Q	230.7	231.4	229.8	231.05	229.8	230.45	222	11010	2541239	
537092	MODEX INT   	T 	Q	17.55	17.55	17.55	17.55	17.55	16.75	1	5	87	
537119	TENTIWAL WIR	MT	Q	11.35	11.35	11.35	11.35	11.35	11.9	7	70000	794500	
570001	TATAMTRTDVR 	B 	Q	192.5	194	192	192.45	192.5	192.3	432	15564	3001913	
570002	FRLDVR      	B 	Q	38.5	40.8	38.5	38.55	38.85	38.15	60	3352	132768	
570003	GUJNREBNDVR 	B 	Q	5.3	5.39	5.01	5.28	5.39	5.14	103	11343	59334	
570004	JISLBNDVR   	B 	Q	33.6	33.75	33	33.4	33.4	33	134	16582	556179	
580001	STAN CHART  	B 	I	120	123.8	118.6	119.95	120	120.7	170	2128	258845	
590003	KARUR VY(PS 	B 	Q	350.55	352.8	348.9	351.5	351.05	347.35	292	6572	2309975	
590005	TIDE WATE(PS	B 	Q	7399	7565	7399	7498.9	7498.9	7417.85	278	588	4410817	
590006	AMRUTANJAN  	B 	Q	131.95	139.4	130.5	136.3	136.3	131.3	1112	43113	5858908	
590013	XPRO INDI(PS	T 	Q	26.05	26.95	26.05	26.05	26.05	26.45	13	997	26294	
590021	BHARAT RA(PS	B 	Q	245	249.9	244.1	249.9	249.9	245.3	8	281	68731	
590022	EASTER SI(PS	B 	Q	1.26	1.26	1.26	1.26	1.26	1.2	8	3535	4454	
590024	FERT CHE(PS 	B 	Q	20.8	22.6	20.8	22.4	22.4	21.6	99	5503	122957	
590025	GINNI FIL(PS	T 	Q	13.19	13.19	12.75	13	13	13	24	13280	172618	
590028	NICCO COR(PS	T 	Q	0.38	0.4	0.38	0.4	0.4	0.39	11	11602	4592	
590030	SOUTH PET(PS	B 	Q	12.66	13.15	12.6	13.02	13.09	12.71	108	20722	268322	
590031	DE NORA     	B 	Q	142.5	142.8	142.5	142.8	142.8	145	13	500	71347	
590033	SEPSL       	T 	Q	97.95	97.95	95.6	95.6	95.6	97.85	13	1394	133776	
590038	VISU INTL   	T 	Q	0.6	0.6	0.6	0.6	0.6	0.58	1	50	30	
590041	KAVERI TELE 	B 	Q	33.3	33.3	33.3	33.3	33.3	31.75	8	1975	65767	
590043	HARITA SEAT 	B 	Q	76	76	76	76	76	73	4	3175	241300	
590046	SMRUTHI ORG 	B 	Q	75	75	75	75	75	72.45	6	600	45000	
590051	SAKSOFT LTD 	B 	Q	65.95	65.95	65.95	65.95	65.95	62.85	15	1980	130581	
590053	KAR MOBILES 	B 	Q	78.75	78.75	78.75	78.75	78.75	75	4	1300	102375	
590057	NORTHGATE TE	T 	Q	0.73	0.73	0.67	0.73	0.73	0.7	24	38213	26406	
590058	SHRE AJIT PU	B 	Q	49	49	46	46	46	46.7	5	800	38600	
590060	MK EXIM     	B 	Q	11.08	11.13	11.08	11.13	11.13	10.6	5	285	3166	
590061	BRUSHMAN IND	T 	Q	0.34	0.35	0.34	0.34	0.34	0.34	4	218	76	
590062	ANDHRA SUGAR	B 	Q	103	104	103	103.5	103.5	103.5	199	1143	118106	
590063	DUNCANS INDU	B 	Q	17.2	17.2	16.55	16.85	17	16.7	66	3400	57222	
590065	INDIA MOTOR 	B 	Q	390.1	390.1	386.9	390	390	400	19	681	265339	
